"","P394_Q501A","P394_Q501B","P394_Q501C","P394_Q501D","P394_Q501E","P394_Q501F","P394_Q501G","P394_Q501H","P394_Q502A","P394_Q502B","P394_Q502C","P394_Q502D","P394_Q502E","P394_Q502F","P394_Q502G","P394_Q502H","P394_Q503A","P394_Q503B","P394_Q503C","P394_Q503D","P394_Q503E","P394_Q503F","P394_Q503G","P394_Q503H","P394_Q504A","P394_Q504B","P394_Q504C","P394_Q504D","P394_Q504E","P394_Q504F","P394_Q504G","P394_Q504H","P394_Q505A","P394_Q505B","P394_Q505C","P394_Q505D","P394_Q505E","P394_Q505F","P394_Q505G","P394_Q505H","P394_Q506A","P394_Q506B","P394_Q506C","P394_Q506D","P394_Q506E","P394_Q506F","P394_Q506G","P394_Q506H","P394_Q507A","P394_Q507B","P394_Q507C","P394_Q507D","P394_Q507E","P394_Q507F","P394_Q507G","P394_Q507H","P394_Q508A","P394_Q508B","P394_Q508C","P394_Q508D","P394_Q508E","P394_Q508F","P394_Q508G","P394_Q508H","P394_Q509A","P394_Q509B","P394_Q509C","P394_Q509D","P394_Q509E","P394_Q509F","P394_Q509G","P394_Q509H","P394_Q510A","P394_Q510B","P394_Q510C","P394_Q510D","P394_Q510E","P394_Q510F","P394_Q510G","P394_Q510H","P394_Q511A","P394_Q511B","P394_Q511C","P394_Q511D","P394_Q511E","P394_Q511F","P394_Q511G","P394_Q511H","P394_Q512A","P394_Q512B","P394_Q512C","P394_Q512D","P394_Q512E","P394_Q512F","P394_Q512G","P394_Q512H"
"ERCC-00019",0,0,0,1,0,151,0,175,0,0,0,0,0,132,0,0,1,0,0,168,0,0,0,0,168,0,0,0,0,0,161,0,0,0,1,0,0,0,0,0,1,142,134,0,0,0,0,0,0,13,156,0,18,0,0,145,63,0,214,0,0,0,0,89,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,202,0,0,1,0
"ERCC-00022",0,3,62,443,656,184,231,411,450,562,26,474,225,260,410,19,2,30,15,0,54,1,303,111,226,834,243,205,218,322,329,394,581,0,1,317,1,644,225,280,208,26,410,170,192,244,0,3,233,97,251,103,194,408,609,0,524,9,8,1,297,118,1,85,217,664,403,173,383,209,224,244,10,0,238,2,86,817,50,227,452,1,220,459,37,90,0,0,421,137,0,569,424,199,383,0
"ERCC-00024",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ERCC-00025",0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,67,0,100,0,0,0,0,0,78,0,117,0,113,0,87,1,0,0,40,0,0,0,66,0,0,0,0,0,0,111,0,0,0,0,150,0,6,1,0,0,0,1,126,0,0,0,98,0,115,0,0,0,0,0,0,5,0,0,0,1,0,0,0,154,0,0,12,0,107,0,0,0,0,0,0,0,0,126,142
"ERCC-00028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00031",0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00034",273,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,246,145,0,177,0,0,1,0,0,0,0,0,0,0,0,259,0,0
"ERCC-00035",0,155,0,0,0,0,3,135,0,0,0,175,0,156,0,415,1,0,0,37,0,205,0,0,162,5,0,166,0,0,146,0,0,0,0,1,156,0,0,0,1,76,219,0,0,10,214,0,454,192,267,2,0,1,0,0,0,0,240,158,0,42,259,183,160,0,145,0,228,0,0,209,6,0,251,0,0,0,3,0,0,260,0,0,1,0,2,0,0,1,0,0,0,0,201,0
"ERCC-00039",182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00040",0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00042",591,262,462,250,815,0,268,320,379,2,7,246,638,328,90,228,0,354,753,0,491,203,559,1076,407,227,2,743,544,380,235,510,538,290,0,3,379,533,59,866,223,270,223,361,667,216,228,211,735,29,0,815,488,259,431,270,210,521,561,530,912,254,231,227,347,726,1,1124,3,638,1199,939,27,542,236,462,316,158,494,514,28,154,503,442,360,0,5,240,184,246,614,712,431,257,843,566
"ERCC-00043",1328,636,306,211,1268,1019,777,537,760,237,903,1093,975,555,869,444,1362,2323,783,750,310,1004,686,994,1124,537,471,1134,886,581,851,1187,248,909,910,424,749,874,0,679,435,1,512,295,634,7,922,695,1367,862,495,1005,904,967,314,834,1277,487,1649,740,820,687,1225,510,300,292,700,293,832,241,1280,734,64,471,474,274,270,1351,776,774,179,808,1259,926,389,1732,888,682,1033,516,676,1046,562,892,475,1104
"ERCC-00044",1,0,0,170,0,244,0,170,177,0,0,0,0,1,2,0,0,227,0,0,179,394,0,0,0,1,0,202,108,1,0,0,1,0,0,10,201,0,0,0,0,0,130,198,225,1,0,0,226,148,122,0,0,193,3,199,0,0,0,0,0,367,1,0,0,174,91,0,251,195,0,192,2,242,2,0,11,0,0,0,0,1,0,229,10,1,0,1,0,195,0,0,143,0,477,0
"ERCC-00046",3880,3684,4461,5726,4530,3643,6381,4515,1566,4748,3290,4496,5664,2779,2553,2925,2244,3808,4429,3536,3268,4393,4489,3048,6003,2418,3756,3542,3689,4957,3789,3909,2359,3676,4386,2268,4206,5531,3661,3607,2095,4943,4508,4770,2363,4073,3447,2694,4518,4092,5408,6736,3508,5254,7137,4364,5513,4068,3482,3810,5968,5124,4165,4090,5482,4314,4343,4297,4145,3930,4985,7521,232,3451,5225,4137,3933,4094,4860,4590,4324,2571,3932,3014,2463,2559,4007,4827,3265,2797,4385,3034,3415,3813,3512,3919
"ERCC-00048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00051",0,0,0,22,8,0,1,4,3,0,1,0,1,2,1,5,0,8,0,0,10,10,1,0,3,0,6,7,4,0,0,0,6,0,0,0,1,0,8,3,7,0,0,0,7,0,9,1,8,7,8,18,0,0,0,6,6,0,0,0,0,0,0,14,13,0,0,7,3,11,0,16,3,7,0,0,8,5,1,2,0,0,6,0,28,23,19,3,7,5,10,0,0,0,0,0
"ERCC-00053",0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,246,1,0,0,0,0,0,0,109,0,0,0,0,0,232,0,0,0,0,0,0,220,0,0,263,0,0,0,0,0,189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,20,0,0,0,0,0,0,0
"ERCC-00054",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,8,0,0,4,0,0,0,10,0,5,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,8,0,7,0,0,0,5,0,0,0,0,0,0,0,0,9,0,1,0,0,0,10,0,0
"ERCC-00057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00059",0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,36,109,0,0,0,0,0,0,0,166,0,0,217,0,0,0,173,9,0,0,0,1,193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,74,0,0,0,0,29,0,120,0,0,0,0,0,0,0,0,0,0,1,208
"ERCC-00060",88,379,230,384,248,448,351,726,153,700,479,1478,258,701,1211,297,838,998,780,282,721,851,1224,509,327,269,669,922,606,1347,380,246,762,1131,580,609,180,646,588,412,710,371,208,1079,432,535,432,736,422,495,1015,1354,270,1731,1234,354,630,445,619,528,778,1048,228,1157,669,455,422,560,480,265,507,617,30,184,487,1334,689,359,244,295,78,936,240,896,144,475,1440,916,168,155,335,229,614,1156,550,254
"ERCC-00061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00062",0,174,6,3,175,0,7,24,6,0,1,1,70,1,0,0,167,32,171,0,0,3,1,0,1,0,388,0,0,147,260,0,213,4,0,1,9,647,271,199,2,528,0,0,0,0,1,206,64,1,0,286,0,0,0,0,0,1,0,0,232,0,0,0,554,4,451,2,0,1,390,29,8,11,0,0,0,62,1,36,0,203,149,0,253,5,0,0,230,17,0,0,1,0,269,1
"ERCC-00067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00071",0,1,0,162,0,142,424,48,126,206,0,1,0,0,128,196,392,0,784,0,18,0,285,0,0,117,0,0,0,205,181,66,146,141,0,137,0,272,0,153,0,0,11,144,0,0,170,0,513,0,6,1,30,0,330,0,0,0,0,304,190,18,0,196,0,0,83,0,267,0,0,0,1,0,247,1,172,122,1,0,131,11,14,0,210,0,261,0,0,213,0,0,0,251,247,0
"ERCC-00073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00074",27577,25148,23654,30536,25048,24192,29284,32546,16463,31414,22657,35006,30572,26480,23524,23073,28356,26694,27778,31085,27948,25457,39440,34550,24840,29504,26444,23366,24320,29433,26376,25465,20439,29340,22942,19793,30266,32968,25567,21270,22774,27758,27763,24775,25513,34770,23878,22036,32766,27211,37614,37843,25220,31767,31591,26463,27242,23239,30059,31116,32398,31952,28619,30688,28454,30057,29494,26378,26632,29387,36784,31315,1592,22329,29738,29487,21211,29283,26030,25320,21498,25648,21355,30413,21935,30087,32807,24858,25336,21402,24067,25989,22425,30193,27299,26885
"ERCC-00075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00076",0,348,0,390,1,16,1,451,0,239,0,375,188,31,74,0,0,0,0,126,225,145,2,0,209,425,0,0,0,399,188,0,35,1,182,0,225,264,0,166,193,654,0,265,0,219,180,187,1,349,143,168,201,1,562,436,0,173,257,2,351,0,1,0,0,0,0,244,156,242,581,664,11,194,208,253,125,518,1,1,231,0,205,187,186,9,0,0,0,0,209,207,272,0,2,263
"ERCC-00077",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00078",0,0,61,0,40,1,0,209,0,0,0,0,0,0,0,0,0,191,173,0,0,0,0,210,0,176,0,0,5,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,69,0,0,0,0,0,118,0,0,0,0,0,0,0,191,0,0,0,354,0,0,0,0,0,197,365,0,0,0,0,0,0,0,10,1,0,222,0,0,204,0,0,0,1,0
"ERCC-00079",174,3,0,104,0,0,156,0,0,0,0,0,0,175,0,0,369,2,19,0,0,0,0,0,138,134,167,0,74,207,1,112,0,0,107,0,0,377,0,112,0,0,133,1,21,38,0,0,0,72,0,208,0,2,0,0,16,0,123,48,0,168,4,142,0,1,30,0,0,0,141,155,4,0,0,90,0,0,264,0,0,241,1,127,95,9,0,141,94,0,116,132,0,198,0,0
"ERCC-00081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
"ERCC-00084",0,0,0,0,0,227,0,0,0,0,0,285,0,0,0,0,0,0,103,247,0,0,0,0,0,0,0,0,91,0,0,0,0,0,103,0,0,0,4,0,0,0,1,0,0,0,0,1,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,1,129,0,0,0,25,0,0,0,0,0,151,0,0,0,0,0,0,0,0,1,0
"ERCC-00085",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00092",623,489,60,0,247,73,213,272,105,0,0,297,298,68,0,0,0,155,0,186,276,279,357,319,554,394,0,1,0,238,290,327,7,2,2,338,0,724,255,192,257,505,230,349,0,1,5,33,285,318,0,2,113,0,723,275,271,536,287,222,128,761,294,1,444,205,494,0,213,273,0,189,19,264,51,0,0,291,14,260,1,132,222,470,234,147,0,289,0,0,364,194,1,1090,0,1
"ERCC-00095",335,179,1,135,201,82,107,2,0,534,155,0,204,71,713,0,0,89,0,276,0,0,634,174,0,244,360,115,18,190,379,0,0,1,0,129,391,283,401,66,433,165,193,0,206,232,204,434,263,1,1,0,0,3,0,292,403,211,5,0,77,387,0,1,218,439,169,609,183,192,868,683,9,140,20,376,199,167,358,226,13,0,148,207,155,105,0,341,182,194,199,376,351,114,3,231
"ERCC-00096",12283,9294,8379,12334,9675,9557,12688,13021,3743,10786,12556,10390,13311,9090,8449,8267,9629,10335,10351,12368,9205,10972,12509,14425,7936,9576,10528,10004,10081,11880,9830,11524,8374,9475,9316,7816,13106,12580,10126,10560,8737,8494,11631,10841,10985,12084,10198,8869,12284,10790,11034,15892,14266,12076,9818,9081,12294,8822,12976,9410,11180,14763,11870,8792,13204,13275,8302,9389,10041,12904,12887,10892,648,8953,13356,14896,8931,9040,10826,10045,11970,11245,10059,10202,8947,11399,11433,9143,9425,6519,10373,10332,9286,10516,10465,12891
"ERCC-00097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00098",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00099",0,1,0,161,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,283,0,0,0,0,0,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00108",609,375,447,763,114,743,1417,228,61,547,275,0,1448,363,78,426,3,775,1000,242,226,526,515,684,247,120,651,819,997,340,387,442,1,567,255,606,1063,1079,264,420,420,1033,259,415,998,326,1076,919,699,617,1256,1238,359,641,299,1225,924,666,344,104,891,742,895,910,1056,1276,206,239,179,649,248,184,43,234,736,3,401,542,1611,463,691,557,430,191,1152,465,51,638,430,55,31,850,1256,456,56,657
