"","P389_Q801A","P389_Q801B","P389_Q801C","P389_Q801D","P389_Q801E","P389_Q801F","P389_Q801G","P389_Q801H","P389_Q802A","P389_Q802B","P389_Q802C","P389_Q802D","P389_Q802E","P389_Q802F","P389_Q802G","P389_Q802H","P389_Q803A","P389_Q803B","P389_Q803C","P389_Q803D","P389_Q803E","P389_Q803F","P389_Q803G","P389_Q803H","P389_Q804A","P389_Q804B","P389_Q804C","P389_Q804D","P389_Q804E","P389_Q804F","P389_Q804G","P389_Q804H","P389_Q805A","P389_Q805B","P389_Q805C","P389_Q805D","P389_Q805E","P389_Q805F","P389_Q805G","P389_Q805H","P389_Q806A","P389_Q806B","P389_Q806C","P389_Q806D","P389_Q806E","P389_Q806F","P389_Q806G","P389_Q806H","P389_Q807A","P389_Q807B","P389_Q807C","P389_Q807D","P389_Q807E","P389_Q807F","P389_Q807G","P389_Q807H","P389_Q808A","P389_Q808B","P389_Q808C","P389_Q808D","P389_Q808E","P389_Q808F","P389_Q808G","P389_Q808H","P389_Q809A","P389_Q809B","P389_Q809C","P389_Q809D","P389_Q809E","P389_Q809F","P389_Q809G","P389_Q809H","P389_Q810A","P389_Q810B","P389_Q810C","P389_Q810D","P389_Q810E","P389_Q810F","P389_Q810G","P389_Q810H","P389_Q811A","P389_Q811B","P389_Q811C","P389_Q811D","P389_Q811E","P389_Q811F","P389_Q811G","P389_Q811H","P389_Q812A","P389_Q812B","P389_Q812C","P389_Q812D","P389_Q812E","P389_Q812F","P389_Q812G","P389_Q812H"
"ERCC-00022",0,361,208,17,22,173,1,0,4,213,2,222,1,166,0,0,211,346,0,57,0,181,210,39,690,1,81,1,62,2,163,290,0,252,0,0,174,332,0,168,0,222,2,0,39,200,0,112,5,0,1,3,60,0,112,0,5,195,0,0,185,397,154,29,0,235,7,10,0,183,0,1,0,0,243,207,86,237,0,0,3,2,195,56,0,312,0,424,0,0,106,0,0,63,234,140
"ERCC-00024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ERCC-00025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,72,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00028",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ERCC-00031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00033",0,0,0,0,0,0,0,1,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00034",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,129,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,1,0,0,0,52,200,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0
"ERCC-00035",11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,81,1,311,0,77,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,191,0,0,0,0,0,84,0,0,188,0,0,1,0,0,0,0,240,0,2,278,83,0,108,219,1,0,0,0,215,0,0,0,0,68,0,0,0,33,0,0,255,0
"ERCC-00039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00042",0,416,164,77,0,1,43,1,2,2,218,308,18,211,664,142,226,292,133,107,82,732,212,193,210,345,96,103,322,162,423,423,321,159,0,315,228,334,199,0,263,190,255,91,0,0,2,157,0,391,3,17,417,1,662,0,0,0,0,3,283,171,119,202,283,280,342,208,138,153,0,178,387,160,247,33,123,305,1,244,518,46,0,0,21,511,211,127,1,0,106,102,129,166,214,112
"ERCC-00043",0,369,140,29,261,446,289,0,370,160,128,126,2,127,526,132,228,216,204,79,0,483,182,134,379,396,1,138,219,627,51,198,0,0,127,245,166,379,0,210,290,945,23,156,380,446,200,431,450,240,304,169,686,1,274,0,203,197,104,228,211,0,235,640,22,732,221,72,372,1186,542,281,61,808,139,107,110,20,857,31,263,885,114,0,1,241,0,508,325,423,53,172,228,982,214,394
"ERCC-00044",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,0,0,0,104,0,0,0,0,0,0,0,7,0,94,0,14,0,113,0,0,0,0,186,0,0,1,0,0,0,141,1,137,302,0,9,0,0,138,1,165,0,0,0,0,0,0,0,1,0,0,0,97,0,0,167,0,382,0,0,0,0,0,0,0,0,0,0,108,0,0,249,227,0,0,0,0,0,0,0,90
"ERCC-00046",18,2279,2182,2009,2252,3998,3589,5,3114,2625,2170,2165,1619,4202,2086,1273,4104,3067,1546,1206,1817,3274,2097,3320,4383,1710,2477,1432,856,3197,2176,2871,3255,2099,930,1471,2260,2384,2782,2027,2465,2339,939,1456,1089,3582,2068,1054,3628,3552,2209,1423,1816,3478,2953,1825,2851,2916,1628,1747,1819,3479,2633,2984,1228,3396,2062,2214,1683,1527,3869,2269,3357,2811,1046,1625,1286,1714,3525,2410,2510,1899,1460,1404,2378,2943,2718,2302,3228,2155,1838,1744,751,2719,4812,3586
"ERCC-00048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"ERCC-00051",0,0,0,0,0,0,33,0,21,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,81,0,0,0,15,0,0,0,76,0,0,0,0,41,0,26,1,44,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,9,0,6,0,31,0,0,30,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,11,0,11,0,0,0,25,0,27,0,0,1,1
"ERCC-00053",0,0,0,0,0,0,39,0,1,235,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,1,0,0,0,254,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,102,0,0,0,245
"ERCC-00054",0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,1,0,26,0,15,0,1,0,1,0,1,0,0,0,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,23,0,0
"ERCC-00057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00059",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,84,0,0,151,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00060",6,433,2,4,271,126,186,0,438,17,319,272,203,13,424,98,577,16,2,166,136,264,4,525,441,570,74,108,295,346,138,747,114,1,94,67,76,1,315,611,171,278,120,69,124,139,337,123,152,109,194,130,46,976,390,250,75,118,210,56,109,623,87,100,48,91,305,117,38,112,283,791,421,104,209,105,6,350,441,80,396,1,91,24,134,320,19,411,582,129,110,51,86,2,129,231
"ERCC-00061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00062",0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,236,0,0,0,0,0,0,3,2,0,95,0,0,0,0,0,0,0,0,116,115,0,152,0,3,0,22,0,1,0,8,1,241,1,0,158,0,0,0,0,0,0,0,88,0,0,0,305,0,0,0,0,0,67,0,0,0,1,24,156,0,0,0,35,0,0,0,0,0,0,0,606,208,0,0,1,154,0,0
"ERCC-00067",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00071",0,113,0,71,1,0,0,0,0,0,111,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,213,150,0,0,0,0,31,37,0,0,11,1,141,0,0,0,16,0,0,0,0,1,0,0,178,0,92,253,0,0,0,58,0,0,3,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,161,0,0,0,0,170,0,0
"ERCC-00073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00074",175,16518,11475,10653,11833,21504,21274,42,19635,14001,11037,12553,10471,22257,18964,14644,20686,18296,10081,9296,10517,23079,19911,17355,21678,17773,12872,8036,10113,21925,17398,13092,16986,12417,10586,10791,11112,21617,21279,16766,17511,15382,8550,9272,13647,18725,16596,10487,12955,17054,8110,8426,10783,16552,16315,12734,16332,17779,10095,9262,10671,18939,13958,18662,12068,20237,9783,11645,11430,13906,14056,17735,17034,16203,10240,9787,10107,18756,20730,15602,17913,17249,10572,9396,11713,20635,19982,17993,20609,19512,10704,10440,12255,16269,20504,18363
"ERCC-00075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00076",0,1,156,102,0,0,127,0,0,141,0,76,0,1,0,0,1,0,1,88,0,0,144,0,0,0,110,77,1,0,188,0,266,142,0,59,89,0,107,5,0,23,0,0,0,0,0,139,0,173,205,97,148,0,180,0,153,354,0,0,84,0,0,0,0,222,0,22,0,0,0,0,0,0,0,82,101,51,435,130,228,397,0,104,103,220,412,1,172,0,0,88,0,1,0,104
"ERCC-00077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,247,0,0,0,0,0,0,1,0,567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00079",0,103,0,0,14,2,89,0,0,0,0,16,0,0,0,0,162,0,1,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,166,1,2,0,0,69,0,0,0,0,0,0,0,86,0,0,89,0,118,0,0,0,0,0,0,2,1,0,47,0,0,0,0,0,70,8,0,0,1,0,0,0,122,0,0,69,0,151,0,244,0,0,59,0,1,160,1
"ERCC-00081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ERCC-00083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00084",0,0,0,0,0,0,0,0,0,127,1,64,0,0,0,0,132,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,72,0,9,176,0,0,1,0,5,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,86,0,0,0,0,0,0
"ERCC-00085",0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,3,5,0,5,0,1,0,3,0,0,1,0,0,0,10,9,1,3,0,0,0,0,0,0,0,89,0,0,0,0,3,6,0,1,9,2,3,0,0,1,0,1,2,0,2,0,3,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,4,1
"ERCC-00086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00092",0,0,0,0,441,0,3,0,1,150,152,0,111,0,0,0,0,238,0,0,419,4,0,308,308,0,151,0,13,186,272,194,0,0,144,0,1,368,1,333,21,179,0,97,0,242,0,0,7,208,104,0,125,0,2,0,404,5,47,0,0,313,339,0,194,469,0,0,118,239,198,241,379,0,140,225,0,1,746,0,0,255,0,106,261,1,170,0,1,0,146,109,54,1,150,544
"ERCC-00095",0,0,90,29,0,1,148,0,1,165,0,1,0,162,237,0,0,209,0,1,13,33,64,497,261,319,0,0,150,0,0,0,236,0,72,90,273,119,418,0,1,3,0,0,121,159,0,0,572,185,0,62,127,0,9,0,215,123,0,99,0,380,2,2,0,0,111,0,221,109,1,134,2,3,231,287,334,0,0,82,0,0,200,0,105,429,0,225,0,1,78,0,1,163,242,190
"ERCC-00096",163,11905,4851,5578,6327,8912,9413,27,11448,6423,6573,4424,6572,11827,10108,4625,12013,10505,4608,5636,5363,10036,8643,6095,8244,9146,6385,4778,4055,8686,6921,9326,9327,6464,6073,4758,7832,8559,9210,6608,8937,6323,3444,4140,4936,11650,8528,4271,8851,8662,3462,5678,4762,9511,8533,8544,7844,6309,4169,3866,3891,10551,6818,8092,5811,9239,5963,4936,5248,5564,10849,8363,10526,8018,6879,4430,4087,10350,10633,8244,11152,9144,4997,3733,6002,12008,7552,9741,8824,10253,6373,4522,5192,7851,8751,6595
"ERCC-00097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,1,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00098",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
"ERCC-00099",0,0,0,0,0,0,0,0,0,0,5,0,0,0,162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ERCC-00104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00108",10,787,377,5,310,860,271,3,356,279,786,98,383,533,507,363,338,564,165,201,248,280,617,283,657,1103,233,453,260,671,251,1172,310,455,145,13,91,370,113,2,28,400,653,475,618,536,0,230,359,675,630,322,192,3,267,722,321,299,0,236,372,945,503,841,945,273,295,345,291,642,421,750,3,327,412,271,88,343,655,225,0,250,781,234,334,841,211,674,867,121,306,435,392,1,813,778
"ERCC-00109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
