"","P391_Q601A","P391_Q601B","P391_Q601C","P391_Q601D","P391_Q601E","P391_Q601F","P391_Q601G","P391_Q601H","P391_Q602A","P391_Q602B","P391_Q602C","P391_Q602D","P391_Q602E","P391_Q602F","P391_Q602G","P391_Q602H","P391_Q603A","P391_Q603B","P391_Q603C","P391_Q603D","P391_Q603E","P391_Q603F","P391_Q603G","P391_Q603H","P391_Q604A","P391_Q604B","P391_Q604C","P391_Q604D","P391_Q604E","P391_Q604F","P391_Q604G","P391_Q604H","P391_Q605A","P391_Q605B","P391_Q605C","P391_Q605D","P391_Q605E","P391_Q605F","P391_Q605G","P391_Q605H","P391_Q606A","P391_Q606B","P391_Q606C","P391_Q606D","P391_Q606E","P391_Q606F","P391_Q606G","P391_Q606H","P391_Q607A","P391_Q607B","P391_Q607C","P391_Q607D","P391_Q607E","P391_Q607F","P391_Q607G","P391_Q607H","P391_Q608A","P391_Q608B","P391_Q608C","P391_Q608D","P391_Q608E","P391_Q608F","P391_Q608G","P391_Q608H","P391_Q609A","P391_Q609B","P391_Q609C","P391_Q609D","P391_Q609E","P391_Q609F","P391_Q609G","P391_Q609H","P391_Q610A","P391_Q610B","P391_Q610C","P391_Q610D","P391_Q610E","P391_Q610F","P391_Q610G","P391_Q610H","P391_Q611A","P391_Q611B","P391_Q611C","P391_Q611D","P391_Q611E","P391_Q611F","P391_Q611G","P391_Q611H","P391_Q612A","P391_Q612B","P391_Q612C","P391_Q612D","P391_Q612E","P391_Q612F","P391_Q612G","P391_Q612H"
"ERCC-00025",0,0,0,0,0,0,0,0,0,74,36,0,63,0,137,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"ERCC-00028",0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00031",0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00034",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,142,0,0,0,0,0,0,0,0
"ERCC-00035",10,1,0,0,0,121,0,52,91,0,0,62,88,0,117,93,0,0,0,0,0,0,0,0,0,0,1,0,122,0,80,0,14,0,0,119,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,8,157,0,0,0,0,0,0,0,0,0,0,0,0,96,25,0,0,139,1,2,0,0,9,0,102,0,0,220,0,82,0,0,1,83,69,0,89,0,168,70,0,117
"ERCC-00039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00042",357,126,17,205,17,195,84,114,120,0,140,0,668,185,181,373,130,506,112,161,0,5,1,1,329,7,42,587,165,170,208,0,431,145,0,161,310,104,0,169,321,74,137,160,161,197,260,467,108,1,4,174,281,0,2,317,0,269,382,273,155,326,144,338,0,182,174,227,313,336,206,34,1,229,312,124,1,197,564,1,0,422,178,151,115,223,56,713,157,2,226,0,128,309,6,2
"ERCC-00043",557,472,0,120,476,106,18,241,547,601,118,359,372,138,362,310,0,109,230,435,0,107,85,173,533,0,703,184,0,63,235,189,304,62,318,328,3,446,125,435,463,99,93,395,225,363,91,519,800,195,117,122,3,46,33,272,78,257,3,89,4,52,111,188,1,112,492,393,2,83,108,753,2,0,163,262,614,534,135,392,76,536,182,89,241,307,0,294,126,205,167,0,285,362,1,91
"ERCC-00044",0,1,0,125,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,1,177,161,0,0,0,0,0,1,70,144,0,0,130,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ERCC-00046",2511,2545,2470,2944,1997,2425,2291,1140,3230,3057,2656,1946,2779,3148,3396,2628,2020,2684,2952,3934,2504,2239,2550,2518,2725,590,2866,2707,2644,1536,1977,2553,2141,2429,2674,2349,2699,1856,2137,2856,1208,2193,1657,2322,2667,2213,1800,1940,1408,2112,1548,1803,2761,2991,1265,2055,1567,1663,2598,2238,1821,3421,1287,2349,1731,1249,2872,2392,2192,2225,2426,1508,2103,1454,3645,2820,2198,1359,2767,2061,1691,1375,2649,2459,2198,1392,2175,2024,1992,1388,1500,247,2838,1367,2650,3295
"ERCC-00048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00051",0,0,0,10,10,0,0,0,0,5,0,0,11,0,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,17,0,0,0,0,0,7,5,0,0,6,0,0,2,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,6,0,0,16,0,14,0,0,0,0,0,0,0,0,0,20,0
"ERCC-00053",1,0,0,0,0,0,0,0,0,0,0,0,0,1,119,110,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110,0,35,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,106,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ERCC-00054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0
"ERCC-00057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00058",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00059",0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,138,0,0,100,0,0,0,0,0,82,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,1,0,0,0,0,0,0,68,0,0,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,87,0,0,8,0,0,0,339,1,0
"ERCC-00060",128,83,143,141,164,106,306,237,297,21,88,129,340,190,142,5,112,168,418,137,99,143,372,474,4,1,339,189,189,277,152,104,71,112,197,81,54,347,1,208,386,93,130,130,46,220,228,131,286,228,91,442,74,335,103,212,111,124,105,218,79,65,85,103,111,120,5,233,3,144,205,165,50,61,0,75,149,18,289,226,174,220,0,143,71,63,162,61,453,299,88,1,93,168,329,176
"ERCC-00061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00062",243,0,30,0,0,0,0,1,0,0,0,0,89,0,1,113,0,1,118,8,18,0,110,148,173,1,159,150,0,0,0,2,0,1,0,0,1,0,0,118,0,144,0,110,1,144,0,16,0,109,0,0,1,0,0,0,0,1,0,145,102,0,26,0,0,0,303,0,0,0,0,0,1,364,0,0,2,0,0,0,0,3,0,0,0,129,0,1,0,0,0,0,0,0,151,144
"ERCC-00067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00071",0,2,0,0,0,45,9,0,0,0,2,0,7,122,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,2,110,207,25,0,8,0,0,169,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,1,0,0,0,0,1,0,0,0,0,1,0,100,0,0,7,0,90,0,0,0,0,0,0,86,0,1
"ERCC-00073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00074",23170,15729,17354,15380,19675,18505,11119,13700,18208,18818,15862,16093,13432,18074,24278,16853,15144,17649,21667,19199,20420,18710,17658,16121,21419,7985,17986,21820,19795,14672,12110,9953,16812,15016,21623,14451,12397,17486,11542,12781,12918,13987,11490,14054,20231,17175,10385,15064,17709,13750,15799,15130,17518,15410,9646,13691,12725,11192,17963,15863,13559,13342,8781,13781,14439,9713,19520,20155,9343,15720,15098,14130,11727,10117,20687,12269,15854,12638,9632,11991,11777,15608,14508,15280,12430,14439,12992,13188,13730,15402,11501,833,13418,17419,15336,16101
"ERCC-00075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00076",138,0,28,270,121,0,0,84,95,0,1,0,112,1,1,112,0,0,0,0,1,9,121,125,176,0,8,0,0,46,0,109,0,0,0,126,112,123,0,0,1,0,11,88,135,36,78,140,91,0,2,329,0,0,5,1,84,1,108,1,107,42,0,10,4,57,155,147,0,0,0,159,0,100,1,84,103,111,325,0,6,92,98,94,68,0,2,0,0,0,20,77,0,0,2,0
"ERCC-00077",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00078",0,0,0,166,0,0,0,0,0,0,100,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,108,0,0,82,96,0,0,0,0,0,0,0,0,0,97,0,0,0,36,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,139,0,0,0,0,0,0,0,0,4,0,0,0,55,0,0,0,0,0,0,0,0,0,1,0
"ERCC-00079",79,0,63,0,19,78,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,0,21,0,52,0,0,43,0,13,8,0,64,64,0,0,39,0,62,53,0,145,0,21,0,0,0,0,64,40,0,39,0,0,0,0,0,91,0,0,0,0,0,0,0,0,1,0,0,82,0,0,38,70,0,109,0,0,0,0,0,56,73,0,0,48,0,0,0,1,114
"ERCC-00081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00084",1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,177,0,0,73,0,0,0,47,0,0,0,0,0,0,0,0,2,0,0,0,93,0,0,0,0,30,0,1,0,105,0,0,0,0,37,0,0,75,0,0,0,0,0,54,0,0,0,2,5
"ERCC-00085",0,1,0,0,0,0,0,0,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERCC-00092",513,135,418,125,99,0,1,122,116,640,6,1,0,134,178,0,21,94,1,256,413,124,1,141,0,1,0,136,2,114,48,3,0,0,27,0,189,299,0,4,123,0,113,5,33,1,222,0,80,1,2,0,0,130,0,140,131,171,378,6,0,330,0,169,0,108,116,176,42,0,1,0,265,254,277,0,0,117,212,137,1,0,1,1,0,183,20,1,0,208,111,0,146,135,45,93
"ERCC-00095",134,121,512,92,113,99,3,317,79,0,129,0,260,227,322,138,111,1,0,117,253,219,34,186,310,0,256,2,0,138,1,218,3,0,0,303,334,133,124,3,0,0,223,0,54,448,0,0,160,32,0,121,0,177,0,68,0,1,0,229,0,158,0,4,0,95,27,1,217,0,86,0,86,0,131,72,112,96,0,1,72,0,2,51,0,55,56,344,0,70,0,0,130,86,3,116
"ERCC-00096",9412,5774,7886,7467,8100,7535,5474,6710,8382,11424,6465,6082,6218,10032,9859,8961,6948,6207,10157,8111,7280,8824,6387,7849,12216,653,9907,10072,8170,6843,5247,6729,7448,7049,8121,7171,7710,7845,6296,4837,6571,4982,4483,5085,9395,6014,5450,6713,7394,7311,8370,7736,8701,7238,4460,6502,4759,5004,9888,6728,5443,7616,4527,5820,6524,3517,7480,7591,7242,6157,7477,7207,4127,6699,8564,8452,8031,6085,4886,5274,5578,6726,7410,5961,6177,6128,6674,6898,5407,5784,5838,339,6407,6640,5968,6130
"ERCC-00097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141,0,0
"ERCC-00098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"ERCC-00099",0,2,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,54,0,0,0,0,1,0,2,0,0,0,0,0,1,1
"ERCC-00104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0
"ERCC-00108",821,191,395,147,640,9,513,310,893,361,376,150,941,734,334,99,132,431,158,613,465,396,177,163,430,1,270,1,12,231,273,2,460,110,326,298,241,341,359,961,4,509,492,567,392,349,326,108,701,404,30,474,714,283,154,165,457,175,830,338,144,289,116,971,2,489,49,647,162,213,170,155,334,121,466,6,683,666,135,437,130,549,597,390,678,306,385,386,171,585,856,1,798,260,434,738
